FE1   2112.966 UV 33 5D 0.0 5P 1.0   .120  -.6800KU -1.4400BH   .0  *
FE1   2113.087 UV 81 5F 5.0 3G 4.0   .860 -2.6630KP   .0        .0  *
CA2   2113.160 UV  9 2P 1.5 2D 1.5  3.150 -1.3120WI   .0        .0  *
CO1   2113.530 UV 87                                                *
NI2   2113.579 UV 60                                                *
FE2   2113.857 UV272                                                *
MN2   2113.964                                                      *
NI1   2114.430 UV 64                                                *
FE1   2114.596 UV 33 5D 1.0 5P 2.0   .110 -1.0200KU   .0        .0  *
SI1   2114.631       3P 1.0 1D 2.0   .010 -4.3500KP   .0        .0  *
AL1   2114.991                                                      *
FE1   2115.170 UV 33 5D 2.0 5P 3.0   .090 -1.1200KU   .0        .0  *
CO1   2115.350 UV 80                                                *
FE2   2115.699 UV250                                                *
AL1   2116.542                                                      *
CO1   2116.830 UV 24                                                *
FE1   2116.914 UV 81                                                *
FE2   2116.993 UV213                                                *
VD2   2117.482                                                      *
CO1   2117.690 UV 86                                                *
FE1   2117.792                                                      *
CO2   2117.955 UV  2                                                *
FE2   2118.195 UV120                                                *
AL1   2118.332                                                      *
CO1   2118.510 UV 80                                                *
CA1   2118.672                                                      *
FE2   2119.050 UV120                                                *
FE1   2119.136 UV 28 5D 3.0 5G 4.0   .050 -2.8500KU   .0        .0  *
CO1   2119.192 UV 85                                                *
FE1   2119.305                                                      *
MN2   2119.650  ???                                                 *
CO1   2119.910 UV 80                                                *
FE1   2120.775                                                      *
FE1   2121.099 UV 80                                                *
SI1   2121.194 UV  4 3P 2.0 1D 2.0   .030 -4.1400KP   .0        .0  *
NI1   2121.400 UV 38                                                *
AL1   2121.576                                                      *
FE1   2122.178 UV 26                                                *
FE2   2122.454                                                      *
FE1   2122.799                                                      *
FE1   2122.952                                                      *
CU2   2122.980 UV 54                                                *
SI1   2122.994 UV 49 1D 2.0 1P 1.0   .780 -1.4400KP   .0        .0  *
FE1   2123.124                                                      *
VD2   2123.340 UV  8                                                *
AL1   2123.362                                                      *
SI1   2124.122 UV 48 1D 2.0 1F 3.0   .780   .0000KP   .0        .0  *
NI1   2124.800 UV 63                                                *
FE1   2124.953                                                      *
CO1   2125.100 UV 84                                                *
NI2   2125.122 UV 14                                                *
FE2   2125.426                                                      *
NI1   2125.620 UV 16                                                *
NI2   2125.914 UV 13                                                *
CU2   2126.045 UV 14                                                *
FE1   2126.209 UV 27                                                *
FE1   2126.607                                                      *
AU1   2126.630 UV  2                                                *
FE1   2126.817 UV 29                                                *
NI2   2126.838                                                      *
VD2   2126.932 UV  8                                                *
FE2   2127.012                                                      *
CO1   2127.140 UV  8                                                *
AL1   2127.302                                                      *
FE1   2127.478 UV 28                                                *
FE2   2127.602 UV272                                                *
NI2   2127.777 UV 41                                                *
FE1   2127.863                                                      *
FE2   2127.973 UV 29                                                *
VD2   2128.241 UV  8                                                *
NI1   2128.400 UV 19                                                *
NI2   2128.583 UV 15                                                *
CA2   2128.750 UV  3 2D 1.5 2P 1.5  1.690 -3.2500WI   .0        .0  *
VD2   2129.477 UV  7                                                *
AL1   2129.663                                                      *
CR2   2129.890 UV 24                                                *
NI1   2129.960 UV 37                                                *
CR2   2130.220 UV 14                                                *
CR2   2130.220 UV 24                                                *
CR2   2130.220 UV 79                                                *
FE2   2120.254 UV 80                                                *
FE1   2130.409 UV 83                                                *
FE1   2130.443                                                      *
FE2   2130.550 UV249                                                *
NI1   2130.780                                                      *
FE1   2130.964                                                      *
NI2   2131.046 UV 31                                                *
NI2   2131.099                                                      *
NI2   2131.265 UV 14                                                *
FE2   2131.359                                                      *
CA2   2131.505 UV  3 2D 2.5 2P 1.5  1.700 -2.3100WI   .0        .0  *
VD2   2131.850 UV  8                                                *
FE1   2132.014 UV 25                                                *
CA2   2132.304 UV  3 2D 1.5 2P 0.5  1.690 -2.5700WI   .0        .0  *
CR2   2132.380 UV 24                                                *
AL1   2132.388                                                      *
FE1   2132.532                                                      *
FE2   2132.540 UV272                                                *
CR2   2132.620 UV 24                                                *
CR2   2132.620 UV 24                                                *
CR2   2132.710 UV 24                                                *
CO1   2132.760 UV 23                                                *
CR2   2132.930 UV 24                                                *
CR2   2133.030 UV 24                                                *
FE1   2133.310 UV 81                                                *
CO2   2133.466 UV  2                                                *
CR2   2133.490 UV 23                                                *
CR2   2133.810 UV 23                                                *
FE2   2133.956                                                      *
FE2   2134.011 UV213                                                *
VD2   2134.120 UV  7                                                *
CR2   2134.200 UV 23                                                *
NI2   2134.289 UV 31                                                *
VR2   2134.520 UV 23                                                *
FE2   2134.575 UV212                                                *
CR2   2134.620 UV 23                                                *
AL1   2134.733                                                      *
AL1   2134.760                                                      *
CR2   2134.880 UV 23                                                *
NI1   2134.930 UV 37                                                *
CR2   2135.090 UV 23                                                *
FE1   2135.095                                                      *
FE2   2135.275                                                      *
FE1   2135.327                                                      *
NI1   2135.340 UV 18                                                *
CR2   2135.340 UV 23                                                *
CR2   2135.420 UV 23                                                *
P1   2135.465 UV  4                                                *
CU2   2135.981 UV 14                                                *
P1   2136.182 UV  4                                                *
FE1   2136.418                                                      *
CO2   2136.459 UV  2                                                *
FE2   2136.511 UV249                                                *
FE1   2136.937                                                      *
VD2   2137.310 UV  7                                                *
FE2   2137.748 UV  6                                                *
FE1   2137.997                                                      *
FE2   2138.049 UV135                                                *
VD2   2138.170 UV  7                                                *
CU1   2138.533 UV 24 2D 2.5 2P 1.5  1.390 -1.7440BL   .0        .0
ZN1   2138.573 UV  1                                                *
NI2   2138.582 UV 13                                                *
FE1   2138.585 UV 24                                                *
FE1   2139.062                                                      *
FE2   2139.318 UV 80                                                *
CR2   2139.330 UV 14                                                *
CR2   2139.540 UV 14                                                *
FE2   2139.640 UV  6                                                *
FE1   2139.701 UV 24                                                *
FE1   2139.701 UV 27                                                *
VD2   2139.798 UV  7                                                *
FE1   2139.929 UV 29                                                *
VD2   2140.064 UV  7                                                *
FE2   2140.168 UV120                                                *
CR2   2140.500 UV 14                                                *
FE1   2141.086 UV 26                                                *
FE1   2141.467                                                      *
FE1   2141.718 UV 25                                                *
VD2   2141.973 UV  7                                                *
FE1   2142.141 UV 30                                                *
AL1   2142.402                                                      *
FE1   2142.575                                                      *
FE1   2142.820                                                      *
VD2   2143.038 UV  7                                                *
FE1   2143.369                                                      *
FE1   2143.545                                                      *
FE1   2143.892                                                      *
CR2   2144.050 UV 14                                                *
PT1   2144.220 UV  2                                                *
PT2   2144.244 UV 12                                                *
CD2   2144.408 UV  1                                                *
FE1   2144.576 UV 81                                                *
FE1   2144.947 UV 81                                                *
FE1   2145.189 UV 27                                                *
AL1   2145.555                                                      *
FE2   2146.046 UV  6                                                *
CO1   2146.260 UV 23                                                *
FE2   2146.367                                                      *
FE1   2146.478 UV 83                                                *
FE2   2146.609                                                      *
FE1   2146.710 UV 27                                                *
FE1   2146.806                                                      *
FE1   2147.045                                                      *
CR2   2147.190 UV 14                                                *
CO2   2147.375 UV  2                                                *
AL1   2147.560                                                      *
FE2   2147.704 UV213                                                *
NI1   2147.800 UV 37                                                *
SI1   2147.911 UV 94 1S 0.0 3P 1.0  1.910 -3.5500KP   .0        .0  *
FE1   2148.394 UV 29                                                *
FE2   2148.606 UV  6                                                *
CU2   2148.984 UV 14                                                *
P1   2149.145 UV  4                                                *
FE1   2149.170 UV 80                                                *
FE1   2149.416 UV 81                                                *
FE1   2149.620                                                      *
FE1   2150.184 UV 25                                                *
SI1   2150.460 UV 95                                                *
FE2   2150.621 UV135                                                *
AL1   2150.699                                                      *
AL1   2150.728                                                      *
CR2   2150.740 UV 37                                                *
FE2   2150.764 UV248                                                *
CA1   2150.780 UV  8 1S 0.0 1P 1.0   .000 -1.9000WI   .0        .0
FE1   2151.005                                                      *
FE2   2151.090 UV106                                                *
FE1   2151.099 UV 24                                                *
FE1   2151.099 UV 25                                                *
FE1   2151.695                                                      *
CO1   2152.150 UV 78                                                *
NI1   2152.230 UV 38                                                *
FE2   2152.368 UV106                                                *
CR1   2152.570 UV 44                                                *
SR2   2152.840 UV  3                                                *
P1   2152.940 UV  9                                                *
FE1   2153.007 UV 27 5D 2.0 3D 2.0   .090 -1.1100KU -1.6400BH   .0  *
FE2   2153.904 UV  6                                                *
P1   2154.080 UV  9                                                *
CO1   2154.080 UV 24                                                *
CR1   2154.440 UV 44                                                *
FE1   2154.458 UV 77                                                *
TI2   2154.709 UV 19 4P 1.5 4P 2.5  1.230  -.5420KP   .0        .0  *
FE1   2155.020 UV 25                                                *
FE1   2155.238 UV 27                                                *
FE1   2155.238 UV 78                                                *
TI2   2155.596 UV 19 4P 0.5 4P 1.5  1.220  -.5300KP   .0        .0  *
FE1   2155.816                                                      *
CR2   2156.220 UV133                                                *
FE1   2156.432                                                      *
FE1   2156.504 UV 77                                                *
CO2   2156.652 UV 11                                                *
CO2   2156.689 UV 11                                                *
TI2   2156.804 UV 19                                                *
CO2   2156.937 UV 11                                                *
FE1   2157.794 UV 24 5D 3.0 5D 3.0   .050 -1.5500KU   .0        .0  *
NI1   2157.830 UV 36                                                *
FE2   2157.958                                                      *
TI2   2158.295 UV 19 4P 1.5 4P 1.5  1.230 -1.0490KP   .0        .0  *
NI1   2158.310 UV 36                                                *
FE1   2158.474 UV 77                                                *
FE2   2158.521 UV 89                                                *
SI1   2158.526                                                      *
FE1   2158.630 UV 23                                                *
FE1   2158.734                                                      *
NI2   2158.741 UV 13                                                *
FE1   2158.920 UV 24                                                *
FE1   2158.993                                                      *
TI2   2159.083 UV 19 4P 2.5 4P 2.5  1.240  -.1170KP   .0        .0  *
FE2   2159.160 UV  6                                                *
FE1   2159.431 UV 27                                                *
TI2   2159.513 UV 19 4P 1.5 4P 0.5  1.230  -.5670KP   .0        .0  *
FE1   2159.638                                                      *
FE1   2159.658 UV 24                                                *
FE2   2159.667                                                      *
FE1   2159.924 UV 24                                                *
FE1   2160.236 UV 82                                                *
FE2   2160.471 UV185                                                *
FE2   2160.795                                                      *
NI1   2161.040 UV 37                                                *
FE2   2161.160 UV213                                                *
NI2   2161.217 UV 14                                                *
FE2   2161.313 UV370                                                *
FE1   2161.579 UV 27 5D 1.0 3D 2.0   .110  -.8800KU -1.7800BH   .0  *
FE2   2161.582 UV119                                                *
CR2   2161.660 UV133                                                *
FE2   2162.023 UV 90                                                *
FE1   2162.248                                                      *
CR1   2162.250 UV 44                                                *
CR1   2162.470 UV 44                                                *
TI2   2162.680 UV 19 4P 2.5 4P 1.5  1.240  -.4980KP   .0        .0  *
FE2   2162.846 UV 89                                                *
CO1   2163.020 UV 26                                                *
NI2   2163.208                                                      *
FE1   2163.368                                                      *
CO1   2163.560 UV 23                                                *
SI1   2163.773 UV 93                                                *
FE1   2163.860 UV 24 5D 0.0 5D 1.0   .120 -1.1000KU   .0        .0  *
FE2   2164.336 UV 79                                                *
FE1   2164.549 UV 24 5D 2.0 5D 2.0   .090 -1.8300KU   .0        .0  *
AL1   2164.577                                                      *
FE2   2164.615 UV213                                                *
CU1   2165.093 UV  4 2S 0.5 2D 1.5   .000  -.7830BL   .0        .0  *
NI2   2165.553 UV 13                                                *
FE2   2165.556 UV185                                                *
FE1   2165.861                                                      *
SR2   2165.930 UV  3                                                *
FE1   2165.982                                                      *
NI1   2166.150 UV 37                                                *
FE2   2166.225 UV212                                                *
FE1   2166.586                                                      *
SI1   2166.599                                                      *
FE1   2166.773 UV 21 5D 4.0 5P 3.0   .000  -.2900KU   .1100BH   .0  *
FE1   2167.271 UV 78                                                *
FE2   2167.425 UV119                                                *
SI1   2167.700 UV 92                                                *
FE2   2167.879 UV213                                                *
FE1   2168.057                                                      *
FE2   2168.290 UV  6                                                *
CO1   2168.700 UV 23                                                *
FE2   2168.720 UV134                                                *
AL1   2168.826 UV  9                                                *
NI2   2169.096 UV 13                                                *
CU1   2169.586 UV 26                                                *
AL1   2169.843                                                      *
FE2   2169.864 UV119                                                *
FE2   2169.950 UV370                                                *
NI2   2169.955                                                      *
FE2   2170.176                                                      *
CO1   2170.550 UV 23                                                *
FE1   2170.554 UV 77                                                *
CR2   2170.710 UV 36                                                *
CR2   2171.060 UV 36                                                *
CR2   2171.060 UV 36                                                *
CR2   2171.180 UV 36                                                *
FE1   2171.297 UV 24 5D 2.0 5D 3.0   .090 -1.9100KU -1.6200BH   .0  *
CR1   2171.550 UV 36                                                *
CU1   2171.835 UV 26                                                *
FE1   2172.037                                                      *
FE2   2173.044 UV372                                                *
FE1   2172.144 UV 23                                                *
CO1   2172.180 UV 77                                                *
FE1   2172.221                                                      *
FE1   2172.332 UV 82                                                *
FE1   2172.585 UV 23 5D 1.0 3P 1.0   .110 -1.6800KU   .0        .0  *
FE1   2172.685 UV 78                                                *
FE2   2172.679 UV372                                                *
FE2   2172.980 UV134                                                *
FE1   2173.214 UV 24 5D 1.0 5D 2.0   .110 -1.9200KU -1.5500BH   .0  *
CO2   2173.326 UV  2                                                *
CO2   2173.326 UV 10                                                *
FE2   2173.449                                                      *
NI1   2173.535 UV 59                                                *
FE2   2173.691 UV 79                                                *
CO1   2173.820 UV 23                                                *
AL1   2174.071 UV  9                                                *
AL1   2174.113 UV  9                                                *
NI1   2174.480 UV 36                                                *
CO1   2174.589 UV 19                                                *
NI2   2174.666 UV 14                                                *
FE2   2174.849 UV135                                                *
NI2   2175.147 UV 13                                                *
FE2   2175.451 UV 90                                                *
SB1   2175.810 UV  1                                                *
FE1   2176.216                                                      *
FE2   2176.322                                                      *
FE1   2176.396 UV 79                                                *
CO1   2176.480 UV120                                                *
FE2   2176.501                                                      *
FE1   2176.670                                                      *
FE1   2176.840 UV 23 5D 0.0 3P 1.0   .120 -1.9600KU -1.6800BH   .0  *
VD1   2177.000 UV 46                                                *
FE2   2177.032 UV106                                                *
NI2   2177.086 UV 40                                                *
NI2   2177.361 UV 40                                                *
SI1   2177.432 UV 91 1S 0.0 1P 1.0  1.910 -2.0100KP   .0        .0  *
FE2   2177.542 UV247                                                *
FE1   2177.695 UV 80                                                *
FE1   2178.073 UV 21 5D 3.0 5P 2.0   .050  -.5100KU  -.1700BH   .0  *
FE1   2178.118 UV 22                                                *
FE1   2178.546 UV 77                                                *
CO1   2178.590                                                      *
FE1   2178.797                                                      *
CU1   2178.944 UV  3 2S 0.5 2P 1.5   .000  -.5720BL   .0        .0  *
NI2   2179.352 UV 40                                                *
CU2   2179.410 UV 14                                                *
NI2   2179.453 UV 12                                                *
FE2   2179.554 UV119                                                *
FE2   2179.851 UV134                                                *
NI2   2179.990 UV 30                                                *
CO1   2180.060 UV 20                                                *
FE2   2180.260 UV370                                                *
NI2   2180.473 UV 40                                                *
CO2   2180.604 UV 23                                                *
FE1   2180.869 UV 23                                                *
AL1   2180.996                                                      *
CO1   2181.120 UV120                                                *
FE1   2181.133 UV 20                                                *
FE2   2181.372                                                      *
CO2   2181.716 UV 11                                                *
CU1   2181.720 UV  3 2S 0.5 2P 0.5   .000  -.7970BL   .0        .0  *
CO2   2181.989 UV 23                                                *
VD1   2182.220 UV 46                                                *
NI1   2182.380 UV 16                                                *
CO1   2182.590 UV 23                                                *
MN1   2182.773                                                      *
NI2   2183.217                                                      *
NI1   2183.370                                                      *
FE1   2183.465 UV 23                                                *
FE2   2183.571 UV 89                                                *
FE2   2183.789 UV247                                                *
FE2   2183.835                                                      *
NI1   2183.910 UV 62                                                *
CO1   2184.310 UV 17                                                *
FE1   2184.460                                                      *
NI2   2184.605 UV 13                                                *
FE2   2184.696 UV 79                                                *
CO1   2184.920 UV118                                                *
FE1   2185.216 UV 77                                                *
NI2   2185.504 UV 40                                                *
FE2   2185.588 UV271                                                *
CO1   2186.030 UV 81                                                *
FE1   2186.250 UV 20                                                *
FE1   2186.486 UV 21 5D 3.0 5P 3.0   .050 -1.2300KU   .0        .0  *
FE1   2186.760                                                      *
CO1   2186.777 UV 73                                                *
FE1   2186.892 UV 22                                                *
FE1   2187.195 UV 21 5D 2.0 5P 1.0   .090  -.9700KU   .0        .0  *
CO1   2187.280 UV 75                                                *
CO1   2187.280 UV121                                                *
FE2   2187.441 UV271                                                *
NI1   2187.600 UV 16                                                *
FE2   2187.684 UV 89                                                *
FE2   2187.868 UV135                                                *
NI2   2188.045 UV 12                                                *
CO2   2188.990 UV 11                                                *
FE2   2189.033                                                      *
FE1   2189.183 UV114                                                *
FE1   2189.393 UV 78                                                *
NI2   2189.498                                                      *
FE1   2189.514                                                      *
CU2   2189.630 UV 53                                                *
FE1   2189.720                                                      *
NI1   2190.223 UV 36                                                *
NI2   2190.557                                                      *
CO2   2190.675 UV 22                                                *
FE1   2190.879                                                      *
NI2   2190.967 UV 29                                                *
FE1   2191.204 UV 22 5D 0.0 3S 1.0   .120 -2.6200KU -1.8200BH   .0  *
NI1   2191.210 UV 61                                                *
MN1   2191.413                                                      *
FE1   2191.839 UV 21 5D 2.0 5P 2.0   .090 -1.0200KU  -.4000BH   .0  *
NI2   2192.090                                                      *
CU2   2192.268 UV 14                                                *
NI2   2192.341 UV 40                                                *
CO2   2192.505 UV 22                                                *
FE1   2192.819                                                      *
CR2   2193.300 UV151                                                *
FE1   2193.411                                                      *
FE1   2193.564 UV114                                                *
CO2   2193.603 UV 22                                                *
FE2   2193.668                                                      *
MN1   2193.762                                                      *
FE1   2194.076 UV 19                                                *
FE1   2194.839 UV 76                                                *
FE1   2196.043 UV 21 5D 1.0 5P 1.0   .110 -1.1000KU  -.6100BH   .0  *
CO1   2196.458 UV 19                                                *
CR2   2196.840 UV151                                                *
FE1   2197.230 UV 20                                                *
FE2   2197.263 UV226                                                *
NI1   2197.347 UV 36                                                *
CA2   2197.787 UV  8 2P 0.5 2S 0.5  3.120 -1.3430WI   .0        .0  *
CO2   2198.266 UV 10                                                *
CR1   2198.320 UV 43                                                *
GE1   2198.714 UV 11                                                *
AL1   2199.183 UV  8                                                *
CU1   2199.585 UV 23 2D 2.5 2D 2.5  1.390 -1.1260BL   .0        .0  *
CU1   2199.751 UV 23 2D 1.5 2D 1.5  1.640  -.0400KP   .0        .0  *
FE1   2200.084                                                      *
FE1   2200.380 UV 21 5D 0.0 5P 1.0   .120 -1.6500KU  -.7300BH   .0  *
CO2   2200.410 UV 11                                                *
FE1   2200.494                                                      *
FE1   2200.723 UV 21 5D 1.0 5P 2.0   .110 -2.0300KU -1.0100BH   .0  *
CA1   2200.728 UV  7 1S 0.0 1P 1.0   .000 -1.4780WI   .0        .0  *
FE1   2201.117 UV 20                                                *
CO1   2201.230 UV 76                                                *
NI2   2201.409 UV 13                                                *
NI1   2201.590 UV 60                                                *
FE2   2201.595 UV367                                                *
FE2   2202.163 UV271                                                *
MG2   2202.681                                                      *
CO2   2202.928 UV  1                                                *
CO2   2202.951                                                      *
FE2   2203.420 UV406                                                *
CR2   2203.890 UV 13                                                *
AL1   2204.619 UV  8                                                *
AL1   2204.668 UV  7                                                *
CO1   2204.796 UV 74                                                *
CO2   2205.073 UV 22                                                *
CR1   2205.200 UV 43                                                *
CO2   2205.547 UV 22                                                *
NI2   2205.548                                                      *
CO2   2206.182 UV 22                                                *
FE1   2206.444                                                      *
FE2   2206.582 UV134                                                *
NI2   2206.715 UV 13                                                *
FE1   2207.068 UV 19 5D 4.0 3G 5.0   .000 -2.4400KU   .0        .0  *
CR2   2207.180 UV 31                                                *
CO1   2207.710 UV 22                                                *
NI1   2207.740 UV  9                                                *
CO1   2207.853 UV 22                                                *
CO2   2207.914 UV 23                                                *
SI1   2207.978 UV  3 3P 0.0 3D 1.0   .000 -1.1670WI -1.2300MS   .0  *
FE1   2208.280                                                      *
FE2   2208.411 UV367                                                *
CO1   2208.508 UV 20                                                *
CA2   2208.611 UV  8 2P 1.5 2S 0.5  3.150 -1.0420WI   .0        .0  *
FE1   2208.714 UV 20                                                *
MN1   2208.806                                                      *
FE2   2209.029 UV366                                                *
CR2   2209.370                                                      *
FE1   2209.541                                                      *
FE2   2209.723                                                      *
AL1   2210.060 UV  7                                                *
AL1   2210.130 UV  7                                                *
CU2   2210.268 UV 52                                                *
NI2   2210.382 UV 13                                                *
FE1   2210.689 UV 18 5D 4.0 3D 3.0   .000 -3.3700KU   .0        .0  *
SI1   2210.894 UV  3 3P 1.0 3D 2.0   .010  -.8200WI  -.8780MS   .0  *
FE2   2210.952 UV118                                                *
FE2   2210.952 UV134                                                *
NI2   2211.097 UV 52                                                *
FE2   2211.112 UV168                                                *
FE2   2211.122 UV289                                                *
FE1   2211.235 UV 20 5D 2.0 5G 3.0   .090 -2.2000KU   .0        .0  *
FE2   2211.243 UV305                                                *
CO2   2211.430 UV 10                                                *
SI1   2211.744 UV  3 3P 1.0 3D 1.0   .010 -1.2920WI -1.3550MS   .0  *
NI1   2212.149 UV 15                                                *
CO1   2212.350 UV 18                                                *
NI2   2213.196 UV 30                                                *
FE2   2213.679 UV168                                                *
CO1   2213.840 UV 21                                                *
CO1   2213.840 UV 75                                                *
MN1   2113.855                                                      *
FE2   2214.041 UV368                                                *
FE1   2214.257 UV114                                                *
FE2   2214.405                                                      *
CU1   2214.582 UV 22 2D 2.5 2P 1.5  1.390 -1.5420BL   .0        .0  *
CO2   2214.793 UV 11                                                *
FE2   2215.077 UV369                                                *
CR2   2215.300 UV 12                                                *
CU1   2215.654 UV 22 2D 1.5 2P 0.5  1.640   .0        .0        .0  *
FE2   2216.009                                                      *
NI2   2216.482 UV 12                                                *
SI1   2216.669 UV  3 3P 2.0 3D 3.0   .030  -.5500WI  -.6080MS   .0  *
FE2   2217.048 UV168                                                *
CO2   2217.290 UV 10                                                *
FE1   2217.578 UV114                                                *
FE1   2217.744 UV 20                                                *
NI1   2217.770 UV 33                                                *
SI1   2218.057 UV  3 3P 2.0 3D 2.0   .030 -1.2920WI -1.3560MS   .0  *
CU2   2218.108 UV 13                                                *
TI1   2218.381 UV 18 3F 2.0 3D 2.0   .000 -6.3820KP   .0        .0  *
CO1   2218.810 UV 73                                                *
SI1   2218.915 UV  3 3P 2.0 3D 1.0   .030 -2.4700WI -2.5320MS   .0  *
CO1   2219.160 UV 16                                                *
FE2   2219.712                                                      *
TI1   2219.750 UV 18 3F 3.0 3D 3.0   .020 -6.3790KP   .0        .0  *
FE2   2219.889 UV168                                                *
FE1   2222.763 UV113 3F 4.0 1G 4.0  1.490   .0        .0        .0  *
CO2   2220.110 UV 22                                                *
VD2   2220.214 UV 28                                                *
FE2   2220.388 UV118                                                *
NI2   2220.402 UV 28                                                *
FE1   2220.912 UV 19                                                *
FE2   2221.160 UV168                                                *
FE1   2221.340                                                      *
MN1   2221.837                                                      *
NI1   2221.939 UV 15                                                *
FE1   2222.059 UV114                                                *
FE2   2222.446 UV168                                                *
P1   2222.579 UV  3                                                *
PT1   2222.600 UV  9                                                *
FE2   2222.667 UV369                                                *
FE1   2222.750 UV113                                                *
NI2   2222.957 UV 12                                                *
TI1   2223.199 UV 18 3F 2.0 3D 1.0   .000 -5.6450KP   .0        .0  *
